user_input,intent,source,user_input_clean,text_length,word_count,avg_word_length,exclamation_count,question_count,intent_encoded,cleaned_text,token_count,avg_token_length,has_question,has_exclamation,question_word_count,is_valid_length
 what flights are available from boston to dallas,atis_flight,atis,what flights are available from boston to dallas,48,8,5.125,0,0,35,what flight be available from boston to dallas,8,4.875,0,0,1,1
 show me the flights arriving on baltimore on june fourteenth,atis_flight,atis,show me the flights arriving on baltimore on june fourteenth,60,10,5.1,0,0,35,show I the flight arrive on baltimore on june fourteenth,10,4.7,0,0,0,1
 i am interested in a flight on american airlines from dallas to washington,atis_flight,atis,i am interested in a flight on american airlines from dallas to washington,74,13,4.769230769230769,0,0,35,I be interested in a flight on american airline from dallas to washington,13,4.6923076923076925,0,0,0,1
 please list all flights from oakland to dallas on sunday morning,atis_flight,atis,please list all flights from oakland to dallas on sunday morning,64,11,4.909090909090909,0,0,35,please list all flight from oakland to dallas on sunday morning,11,4.818181818181818,0,0,0,1
 display all flights from pittsburgh to san francisco on august second,atis_flight,atis,display all flights from pittsburgh to san francisco on august second,69,11,5.363636363636363,0,0,35,display all flight from pittsburgh to san francisco on august second,11,5.2727272727272725,0,0,0,1
 what does it cost to fly from boston to oakland on united airlines,atis_airfare,atis,what does it cost to fly from boston to oakland on united airlines,66,13,4.153846153846154,0,0,26,what do it cost to fly from boston to oakland on united airlines,13,4.0,0,0,1,1
 what flights leave from phoenix to anywhere,atis_flight,atis,what flights leave from phoenix to anywhere,43,7,5.285714285714286,0,0,35,what flight leave from phoenix to anywhere,7,5.142857142857143,0,0,1,1
 what flights leave philadelphia for dallas and depart before noon on american airlines,atis_flight,atis,what flights leave philadelphia for dallas and depart before noon on american airlines,86,13,5.6923076923076925,0,0,35,what flight leave philadelphia for dallas and depart before noon on american airline,13,5.538461538461538,0,0,1,1
 what are the flights from denver to pittsburgh,atis_flight,atis,what are the flights from denver to pittsburgh,46,8,4.875,0,0,35,what be the flight from denver to pittsburgh,8,4.625,0,0,1,1
 does eastern airlines fly early in the morning between logan and bwi,atis_flight,atis,does eastern airlines fly early in the morning between logan and bwi,68,12,4.75,0,0,35,do eastern airline fly early in the morning between logan and bwi,12,4.5,0,0,0,1
 what are the flights from kansas city to burbank on saturday may twenty two on southwest,atis_flight,atis,what are the flights from kansas city to burbank on saturday may twenty two on southwest,88,16,4.5625,0,0,35,what be the flight from kansas city to burbank on saturday may twenty two on southwest,16,4.4375,0,0,1,1
 list daily flights from oakland to boston using delta airlines,atis_flight,atis,list daily flights from oakland to boston using delta airlines,62,10,5.3,0,0,35,list daily flight from oakland to boston use delta airline,10,4.9,0,0,0,1
 do you have flights from st. petersburg to toronto on monday,atis_flight,atis,do you have flights from st petersburg to toronto on monday,59,11,4.454545454545454,0,0,35,do you have flight from st . petersburg to toronto on monday,12,4.083333333333333,0,0,0,1
 i'd like a flight leaving atlanta august seventh and arriving in denver colorado august seventh leaving in the afternoon,atis_flight,atis,id like a flight leaving atlanta august seventh and arriving in denver colorado august seventh leaving in the afternoon,119,19,5.315789473684211,0,0,35,I d like a flight leave atlanta august seventh and arrive in denver colorado august seventh leave in the afternoon,20,4.75,0,0,0,1
 show me the cheapest one way fare from baltimore to dallas,atis_airfare,atis,show me the cheapest one way fare from baltimore to dallas,58,11,4.363636363636363,0,0,26,show I the cheap one way fare from baltimore to dallas,11,4.0,0,0,0,1
 i need a return flight from chicago to kansas city leaving chicago around 7 in the evening on the day following next wednesday,atis_flight,atis,i need a return flight from chicago to kansas city leaving chicago around in the evening on the day following next wednesday,124,22,4.681818181818182,0,0,35,I need a return flight from chicago to kansas city leave chicago around 7 in the evening on the day follow next wednesday,23,4.304347826086956,0,0,0,1
 hi could i get a one way ticket from milwaukee to orlando,atis_airfare,atis,hi could i get a one way ticket from milwaukee to orlando,57,12,3.8333333333333335,0,0,26,hi could I get a one way ticket from milwaukee to orlando,12,3.8333333333333335,0,0,0,1
 i'd like to book the cheapest one way flight from pittsburgh to atlanta on july twentieth,atis_flight,atis,id like to book the cheapest one way flight from pittsburgh to atlanta on july twentieth,88,16,4.5625,0,0,35,I d like to book the cheap one way flight from pittsburgh to atlanta on july twentieth,17,4.117647058823529,0,0,0,1
 what flights from new york to los angeles after 10 am,atis_flight,atis,what flights from new york to los angeles after am,50,10,4.1,0,0,35,what flight from new york to los angeles after 10 am,11,3.8181818181818183,0,0,1,1
 ground transportation dallas,atis_ground_service,atis,ground transportation dallas,28,3,8.666666666666666,0,0,40,ground transportation dalla,3,8.333333333333334,0,0,0,1
 show me flights from pittsburgh to san francisco on monday,atis_flight,atis,show me flights from pittsburgh to san francisco on monday,58,10,4.9,0,0,35,show I flight from pittsburgh to san francisco on monday,10,4.7,0,0,0,1
 can you tell me which flights go from memphis to tacoma and make a stop in los angeles,atis_flight,atis,can you tell me which flights go from memphis to tacoma and make a stop in los angeles,86,18,3.8333333333333335,0,0,35,can you tell I which flight go from memphis to tacoma and make a stop in los angeles,18,3.7222222222222223,0,0,1,1
 define airline ua,atis_abbreviation,atis,define airline ua,17,3,5.0,0,0,23,define airline ua,3,5.0,0,0,0,1
 all right what us air flights leave from indianapolis to san diego after 130 in the afternoon,atis_flight,atis,all right what us air flights leave from indianapolis to san diego after in the afternoon,89,16,4.625,0,0,35,all right what we air flight leave from indianapoli to san diego after 130 in the afternoon,17,4.411764705882353,0,0,1,1
 okay i'm sorry could you tell me what flights leave atlanta and arrive in philadelphia around 5 o'clock,atis_flight,atis,okay im sorry could you tell me what flights leave atlanta and arrive in philadelphia around oclock,99,17,4.882352941176471,0,0,35,okay I m sorry could you tell I what flight leave atlanta and arrive in philadelphia around 5 o clock,20,4.1,0,0,0,1
 what's the cheapest of the dallas to atlanta flights which are after 2 in the afternoon,atis_flight,atis,whats the cheapest of the dallas to atlanta flights which are after in the afternoon,84,15,4.666666666666667,0,0,35,what s the cheap of the dallas to atlanta flight which be after 2 in the afternoon,17,3.8823529411764706,0,0,1,1
 what does fare code qw mean,atis_abbreviation,atis,what does fare code qw mean,27,6,3.6666666666666665,0,0,23,what do fare code qw mean,6,3.3333333333333335,0,0,1,1
 what is your last flight leaving san francisco and arriving in denver,atis_flight,atis,what is your last flight leaving san francisco and arriving in denver,69,12,4.833333333333333,0,0,35,what be your last flight leave san francisco and arrive in denver,12,4.5,0,0,1,1
 show me what fare codes symbols stand for,atis_abbreviation,atis,show me what fare codes symbols stand for,41,8,4.25,0,0,23,show I what fare cod symbol stand for,8,3.75,0,0,1,1
 show me the latest flight from san francisco to denver,atis_flight,atis,show me the latest flight from san francisco to denver,54,10,4.5,0,0,35,show I the late flight from san francisco to denver,10,4.2,0,0,0,1
 show me the flights from boston to san francisco leaving after 4 pm on friday,atis_flight,atis,show me the flights from boston to san francisco leaving after pm on friday,75,14,4.428571428571429,0,0,35,show I the flight from boston to san francisco leave after 4 pm on friday,15,3.933333333333333,0,0,0,1
 from washington dc to philadelphia departing in the afternoon,atis_flight,atis,from washington dc to philadelphia departing in the afternoon,61,9,5.888888888888889,0,0,35,from washington dc to philadelphia depart in the afternoon,9,5.555555555555555,0,0,0,1
 show me one way flights from tampa to st. louis departing before 10 am,atis_flight,atis,show me one way flights from tampa to st louis departing before am,66,13,4.153846153846154,0,0,35,show I one way flight from tampa to st . louis depart before 10 am,15,3.466666666666667,0,0,0,1
 tell me about flights on american airlines from dallas to san francisco on june twenty ninth,atis_flight,atis,tell me about flights on american airlines from dallas to san francisco on june twenty ninth,92,16,4.8125,0,0,35,tell I about flight on american airline from dallas to san francisco on june twenty ninth,16,4.625,0,0,0,1
 what's the ground transportation from oakland to san francisco,atis_ground_service,atis,whats the ground transportation from oakland to san francisco,61,9,5.888888888888889,0,0,40,what s the ground transportation from oakland to san francisco,10,5.3,0,0,1,1
 i now need a flight from san jose to houston leaving on sunday the fourth,atis_flight,atis,i now need a flight from san jose to houston leaving on sunday the fourth,73,15,3.933333333333333,0,0,35,I now need a flight from san jose to houston leave on sunday the fourth,15,3.8,0,0,0,1
 a first class flight to san francisco on american airlines tuesday next week,atis_flight,atis,a first class flight to san francisco on american airlines tuesday next week,76,13,4.923076923076923,0,0,35,a first class flight to san francisco on american airline tuesday next week,13,4.846153846153846,0,0,0,1
 may i see all nonstop flights from st. petersburg to charlotte,atis_flight,atis,may i see all nonstop flights from st petersburg to charlotte,61,11,4.636363636363637,0,0,35,may I see all nonstop flight from st . petersburg to charlotte,12,4.25,0,0,0,1
 show the flights from denver to san francisco,atis_flight,atis,show the flights from denver to san francisco,45,8,4.75,0,0,35,show the flight from denver to san francisco,8,4.625,0,0,0,1
 show me the latest flight from las vegas to denver,atis_flight,atis,show me the latest flight from las vegas to denver,50,10,4.1,0,0,35,show I the late flight from las vegas to denver,10,3.8,0,0,0,1
 show me the flights from baltimore to dallas,atis_flight,atis,show me the flights from baltimore to dallas,44,8,4.625,0,0,35,show I the flight from baltimore to dallas,8,4.375,0,0,0,1
 tell me about flights from atlanta to charlotte north carolina leaving on monday and arriving in charlotte,atis_flight,atis,tell me about flights from atlanta to charlotte north carolina leaving on monday and arriving in charlotte,106,17,5.294117647058823,0,0,35,tell I about flight from atlanta to charlotte north carolina leave on monday and arrive in charlotte,17,4.9411764705882355,0,0,0,1
 okay what i'd like to do on this one is go from washington to atlanta i want a nonstop and i'd like to leave around 5 pm,atis_flight,atis,okay what id like to do on this one is go from washington to atlanta i want a nonstop and id like to leave around pm,116,26,3.5,0,0,35,okay what I d like to do on this one be go from washington to atlanta I want a nonstop and I d like to leave around 5 pm,29,3.1724137931034484,0,0,1,1
 please list all flights tuesday dallas atlanta,atis_flight,atis,please list all flights tuesday dallas atlanta,46,7,5.714285714285714,0,0,35,please list all flight tuesday dallas atlanta,7,5.571428571428571,0,0,0,1
 i want a round trip fare from new york to san jose,atis_airfare,atis,i want a round trip fare from new york to san jose,50,12,3.25,0,0,26,I want a round trip fare from new york to san jose,12,3.25,0,0,0,1
 a first class flight on american to san francisco on the coming tuesday,atis_flight,atis,a first class flight on american to san francisco on the coming tuesday,71,13,4.538461538461538,0,0,35,a first class flight on american to san francisco on the come tuesday,13,4.384615384615385,0,0,0,1
 how many nonstop flights going from dallas to oakland july twenty seventh,atis_quantity,atis,how many nonstop flights going from dallas to oakland july twenty seventh,73,12,5.166666666666667,0,0,43,how many nonstop flight go from dallas to oakland july twenty seventh,12,4.833333333333333,0,0,1,1
 what are your flights from dallas to baltimore,atis_flight,atis,what are your flights from dallas to baltimore,46,8,4.875,0,0,35,what be your flight from dallas to baltimore,8,4.625,0,0,1,1
 what are the schedule of flights from boston to san francisco for august first,atis_flight_time,atis,what are the schedule of flights from boston to san francisco for august first,78,14,4.642857142857143,0,0,38,what be the schedule of flight from boston to san francisco for august first,14,4.5,0,0,1,1
 what are the afternoon flights between washington and boston,atis_flight,atis,what are the afternoon flights between washington and boston,60,9,5.777777777777778,0,0,35,what be the afternoon flight between washington and boston,9,5.555555555555555,0,0,1,1
 what is booking class c,atis_abbreviation,atis,what is booking class c,23,5,3.8,0,0,23,what be book class c,5,3.2,0,0,1,1
 please give me flights from atlanta to boston on wednesday and thursday,atis_flight,atis,please give me flights from atlanta to boston on wednesday and thursday,71,12,5.0,0,0,35,please give I flight from atlanta to boston on wednesday and thursday,12,4.833333333333333,0,0,0,1
 what is the last flight from washington to boston,atis_flight,atis,what is the last flight from washington to boston,49,9,4.555555555555555,0,0,35,what be the last flight from washington to boston,9,4.555555555555555,0,0,1,1
 list the flights arriving in baltimore from boston before 10 am on august third,atis_flight,atis,list the flights arriving in baltimore from boston before am on august third,76,13,4.923076923076923,0,0,35,list the flight arrive in baltimore from boston before 10 am on august third,14,4.5,0,0,0,1
 i need a flight to atlanta this afternoon,atis_flight,atis,i need a flight to atlanta this afternoon,41,8,4.25,0,0,35,I need a flight to atlanta this afternoon,8,4.25,0,0,0,1
 round trip first class fares new york to miami,atis_airfare,atis,round trip first class fares new york to miami,46,9,4.222222222222222,0,0,26,round trip first class fare new york to miami,9,4.111111111111111,0,0,0,1
 dallas to baltimore,atis_flight,atis,dallas to baltimore,19,3,5.666666666666667,0,0,35,dallas to baltimore,3,5.666666666666667,0,0,0,1
 what flights are there from pittsburgh to los angeles,atis_flight,atis,what flights are there from pittsburgh to los angeles,53,9,5.0,0,0,35,what flight be there from pittsburgh to los angeles,9,4.777777777777778,0,0,1,1
 show me the nonstop flights from houston to dallas,atis_flight,atis,show me the nonstop flights from houston to dallas,50,9,4.666666666666667,0,0,35,show I the nonstop flight from houston to dallas,9,4.444444444444445,0,0,0,1
 i'd like to go from st. paul to kansas city on friday with a meal,atis_flight,atis,id like to go from st paul to kansas city on friday with a meal,63,15,3.2666666666666666,0,0,35,I d like to go from st . paul to kansas city on friday with a meal,17,2.9411764705882355,0,0,0,1
 what is your cheapest flight from pittsburgh to denver,atis_flight,atis,what is your cheapest flight from pittsburgh to denver,54,9,5.111111111111111,0,0,35,what be your cheap flight from pittsburgh to denver,9,4.777777777777778,0,0,1,1
 please list all airline flights between denver and boston,atis_airline,atis,please list all airline flights between denver and boston,57,9,5.444444444444445,0,0,28,please list all airline flight between denver and boston,9,5.333333333333333,0,0,0,1
 show me flights from dallas to pittsburgh,atis_flight,atis,show me flights from dallas to pittsburgh,41,7,5.0,0,0,35,show I flight from dallas to pittsburgh,7,4.714285714285714,0,0,0,1
 what airlines fly from toronto to san diego with a stopover in denver,atis_airline,atis,what airlines fly from toronto to san diego with a stopover in denver,69,13,4.384615384615385,0,0,28,what airline fly from toronto to san diego with a stopover in denver,13,4.3076923076923075,0,0,1,1
 what flights are there on sunday from seattle to minneapolis,atis_flight,atis,what flights are there on sunday from seattle to minneapolis,60,10,5.1,0,0,35,what flight be there on sunday from seattle to minneapolis,10,4.9,0,0,1,1
 show me the list of us air flights between boston and dc,atis_flight,atis,show me the list of us air flights between boston and dc,56,12,3.75,0,0,35,show I the list of we air flight between boston and dc,12,3.5833333333333335,0,0,0,1
 can i take a single airline from la to charlotte to newark back to la,atis_airline,atis,can i take a single airline from la to charlotte to newark back to la,69,15,3.6666666666666665,0,0,28,can I take a single airline from la to charlotte to newark back to la,15,3.6666666666666665,0,0,0,1
 show me delta flights from dallas to denver,atis_flight,atis,show me delta flights from dallas to denver,43,8,4.5,0,0,35,show I delta flight from dallas to denver,8,4.25,0,0,0,1
 show me the earliest flight from boston to denver,atis_flight,atis,show me the earliest flight from boston to denver,49,9,4.555555555555555,0,0,35,show I the early flight from boston to denver,9,4.111111111111111,0,0,0,1
 show me the earliest flight on thursday from atlanta to washington,atis_flight,atis,show me the earliest flight on thursday from atlanta to washington,66,11,5.090909090909091,0,0,35,show I the early flight on thursday from atlanta to washington,11,4.7272727272727275,0,0,0,1
 what flights between dfw and oakland arrive in oakland between 1133 am and 43 pm,atis_flight,atis,what flights between dfw and oakland arrive in oakland between am and pm,72,13,4.615384615384615,0,0,35,what flight between dfw and oakland arrive in oakland between 1133 am and 43 pm,15,4.333333333333333,0,0,1,1
 list all flights from boston to atlanta before 5 o'clock am on thursday,atis_flight,atis,list all flights from boston to atlanta before oclock am on thursday,68,12,4.75,0,0,35,list all flight from boston to atlanta before 5 o clock am on thursday,14,4.071428571428571,0,0,0,1
 does flight ua 270 from denver to philadelphia have a meal,atis_flight,atis,does flight ua from denver to philadelphia have a meal,54,10,4.5,0,0,35,do flight ua 270 from denver to philadelphia have a meal,11,4.181818181818182,0,0,0,1
 i'd like a united airlines flight on wednesday from san francisco to boston,atis_flight,atis,id like a united airlines flight on wednesday from san francisco to boston,74,13,4.769230769230769,0,0,35,I d like a united airlines flight on wednesday from san francisco to boston,14,4.428571428571429,0,0,0,1
 i would like a flight from philadelphia to dallas,atis_flight,atis,i would like a flight from philadelphia to dallas,49,9,4.555555555555555,0,0,35,I would like a flight from philadelphia to dallas,9,4.555555555555555,0,0,0,1
 i need flight information on saturday for a flight from philadelphia to dallas,atis_flight,atis,i need flight information on saturday for a flight from philadelphia to dallas,78,13,5.076923076923077,0,0,35,I need flight information on saturday for a flight from philadelphia to dallas,13,5.076923076923077,0,0,0,1
 i need to get downtown from the denver airport,atis_ground_service,atis,i need to get downtown from the denver airport,46,9,4.222222222222222,0,0,40,I need to get downtown from the denver airport,9,4.222222222222222,0,0,0,1
 i would like to find flights from minneapolis to long beach after 4 o'clock on monday june fourteenth please,atis_flight,atis,i would like to find flights from minneapolis to long beach after oclock on monday june fourteenth please,105,18,4.888888888888889,0,0,35,I would like to find flight from minneapolis to long beach after 4 o clock on monday june fourteenth please,20,4.4,0,0,0,1
Thanks goodbye,CourtesyGoodBye,chatbots,thanks goodbye,14,2,6.5,0,0,1,thank goodbye,2,6.0,0,0,0,1
 list all the takeoffs and landings at general mitchell international,atis_flight,atis,list all the takeoffs and landings at general mitchell international,68,10,5.9,0,0,35,list all the takeoff and landing at general mitchell international,10,5.7,0,0,0,1
 please give me flights from atlanta to boston on wednesday afternoon and thursday morning,atis_flight,atis,please give me flights from atlanta to boston on wednesday afternoon and thursday morning,89,14,5.428571428571429,0,0,35,please give I flight from atlanta to boston on wednesday afternoon and thursday morning,14,5.285714285714286,0,0,0,1
 hi i'd like to fly from columbus to phoenix and make a stop in cincinnati along the way,atis_flight,atis,hi id like to fly from columbus to phoenix and make a stop in cincinnati along the way,86,18,3.8333333333333335,0,0,35,hi I d like to fly from columbus to phoenix and make a stop in cincinnati along the way,19,3.6315789473684212,0,0,0,1
 what are the flights from boston to san francisco,atis_flight,atis,what are the flights from boston to san francisco,49,9,4.555555555555555,0,0,35,what be the flight from boston to san francisco,9,4.333333333333333,0,0,1,1
 how much does it cost to fly on american from dallas to baltimore,atis_airfare,atis,how much does it cost to fly on american from dallas to baltimore,65,13,4.076923076923077,0,0,26,how much do it cost to fly on american from dallas to baltimore,13,3.923076923076923,0,0,1,1
 how long is the flight from atlanta to san francisco at noon on november seventh,atis_distance,atis,how long is the flight from atlanta to san francisco at noon on november seventh,80,15,4.4,0,0,34,how long be the flight from atlanta to san francisco at noon on november seventh,15,4.4,0,0,1,1
 like information on flights from san francisco to boston on thursday morning,atis_flight,atis,like information on flights from san francisco to boston on thursday morning,76,12,5.416666666666667,0,0,35,like information on flight from san francisco to boston on thursday morning,12,5.333333333333333,0,0,0,1
 okay on tuesday june first i'd like to go from phoenix to detroit in the late afternoon,atis_flight,atis,okay on tuesday june first id like to go from phoenix to detroit in the late afternoon,86,17,4.117647058823529,0,0,35,okay on tuesday june first I d like to go from phoenix to detroit in the late afternoon,18,3.888888888888889,0,0,0,1
 what is mco,atis_abbreviation,atis,what is mco,11,3,3.0,0,0,23,what be mco,3,3.0,0,0,1,1
 i'm trying to make a connection between denver and san francisco does delta airline fly between those two,atis_flight,atis,im trying to make a connection between denver and san francisco does delta airline fly between those two,104,18,4.833333333333333,0,0,35,I m try to make a connection between denver and san francisco do delta airline fly between those two,19,4.315789473684211,0,0,0,1
 please show me airlines with flight service from boston to denver from denver to philadelphia and from philadelphia to boston,atis_airline,atis,please show me airlines with flight service from boston to denver from denver to philadelphia and from philadelphia to boston,125,20,5.3,0,0,28,please show I airline with flight service from boston to denver from denver to philadelphia and from philadelphia to boston,20,5.2,0,0,0,1
 please show me round trip tickets from denver to oakland,atis_airfare,atis,please show me round trip tickets from denver to oakland,56,10,4.7,0,0,26,please show I round trip ticket from denver to oakland,10,4.5,0,0,0,1
 i need to fly from boston to denver this monday,atis_flight,atis,i need to fly from boston to denver this monday,47,10,3.8,0,0,35,I need to fly from boston to denver this monday,10,3.8,0,0,0,1
 how many flights come from denver to baltimore on july nineteenth,atis_quantity,atis,how many flights come from denver to baltimore on july nineteenth,65,11,5.0,0,0,43,how many flight come from denver to baltimore on july nineteenth,11,4.909090909090909,0,0,1,1
 how far from the airport in the dallas fort worth airport is dallas,atis_distance,atis,how far from the airport in the dallas fort worth airport is dallas,67,13,4.230769230769231,0,0,34,how far from the airport in the dallas fort worth airport be dalla,13,4.153846153846154,0,0,1,1
 how do i get from the airport to downtown in tacoma,atis_flight,atis,how do i get from the airport to downtown in tacoma,51,11,3.727272727272727,0,0,35,how do I get from the airport to downtown in tacoma,11,3.727272727272727,0,0,1,1
 could you please tell me the cheapest flight from boston to san francisco,atis_flight,atis,could you please tell me the cheapest flight from boston to san francisco,73,13,4.6923076923076925,0,0,35,could you please tell I the cheap flight from boston to san francisco,13,4.384615384615385,0,0,0,1
 i'd like to see all flights from pittsburgh to philadelphia again,atis_flight,atis,id like to see all flights from pittsburgh to philadelphia again,64,11,4.909090909090909,0,0,35,I d like to see all flight from pittsburgh to philadelphia again,12,4.416666666666667,0,0,0,1
 i need a flight from dallas to san francisco,atis_flight,atis,i need a flight from dallas to san francisco,44,9,4.0,0,0,35,I need a flight from dallas to san francisco,9,4.0,0,0,0,1
 show me all the twa flights from indianapolis to houston that arrive around 11 am,atis_flight,atis,show me all the twa flights from indianapolis to houston that arrive around am,78,14,4.642857142857143,0,0,35,show I all the twa flight from indianapoli to houston that arrive around 11 am,15,4.266666666666667,0,0,0,1
 what is the latest flight from san francisco to boston,atis_flight,atis,what is the latest flight from san francisco to boston,54,10,4.5,0,0,35,what be the late flight from san francisco to boston,10,4.3,0,0,1,1
 show me the ground transportation in denver,atis_ground_service,atis,show me the ground transportation in denver,43,7,5.285714285714286,0,0,40,show I the ground transportation in denver,7,5.142857142857143,0,0,0,1
 i'd like to get a flight leaving san francisco and arriving at philadelphia pennsylvania,atis_flight,atis,id like to get a flight leaving san francisco and arriving at philadelphia pennsylvania,87,14,5.285714285714286,0,0,35,I d like to get a flight leave san francisco and arrive at philadelphia pennsylvania,15,4.666666666666667,0,0,0,1
 what ground transportation is available at the boston airport,atis_ground_service,atis,what ground transportation is available at the boston airport,61,9,5.888888888888889,0,0,40,what ground transportation be available at the boston airport,9,5.888888888888889,0,0,1,1
 list flights from pittsburgh to baltimore,atis_flight,atis,list flights from pittsburgh to baltimore,41,6,6.0,0,0,35,list flight from pittsburgh to baltimore,6,5.833333333333333,0,0,0,1
 i'm traveling to dallas from philadelphia,atis_flight,atis,im traveling to dallas from philadelphia,40,6,5.833333333333333,0,0,35,I m travel to dallas from philadelphia,7,4.571428571428571,0,0,0,1
 all flights from miami to new york,atis_flight,atis,all flights from miami to new york,34,7,4.0,0,0,35,all flight from miami to new york,7,3.857142857142857,0,0,0,1
 what are the morning flights in the next two days from nashville to tacoma,atis_flight,atis,what are the morning flights in the next two days from nashville to tacoma,74,14,4.357142857142857,0,0,35,what be the morning flight in the next two day from nashville to tacoma,14,4.142857142857143,0,0,1,1
 flights from cleveland to miami,atis_flight,atis,flights from cleveland to miami,31,5,5.4,0,0,35,flight from cleveland to miami,5,5.2,0,0,0,1
 what are the flights from st. louis to burbank sunday evening,atis_flight,atis,what are the flights from st louis to burbank sunday evening,60,11,4.545454545454546,0,0,35,what be the flight from st . louis to burbank sunday evening,12,4.083333333333333,0,0,1,1
 could you please find me the earliest flight from boston to oakland,atis_flight,atis,could you please find me the earliest flight from boston to oakland,67,12,4.666666666666667,0,0,35,could you please find I the early flight from boston to oakland,12,4.333333333333333,0,0,0,1
 which airlines fly from boston to washington dc but stopover in some other city,atis_airline,atis,which airlines fly from boston to washington dc but stopover in some other city,79,14,4.714285714285714,0,0,28,which airline fly from boston to washington dc but stopover in some other city,14,4.642857142857143,0,0,1,1
 i'd like to see all the economy fares from baltimore to philadelphia,atis_airfare,atis,id like to see all the economy fares from baltimore to philadelphia,67,12,4.666666666666667,0,0,26,I d like to see all the economy fare from baltimore to philadelphia,13,4.230769230769231,0,0,0,1
 give me all nonstops from new york city to las vegas that arrive on a sunday,atis_flight,atis,give me all nonstops from new york city to las vegas that arrive on a sunday,76,16,3.8125,0,0,35,give I all nonstop from new york city to las vegas that arrive on a sunday,16,3.6875,0,0,0,1
 i need a listing of flights from new york city to montreal canada departing thursday in the morning,atis_flight,atis,i need a listing of flights from new york city to montreal canada departing thursday in the morning,99,18,4.555555555555555,0,0,35,I need a listing of flight from new york city to montreal canada depart thursday in the morning,18,4.333333333333333,0,0,0,1
 please list the wednesday american airline flights from milwaukee to san jose,atis_flight,atis,please list the wednesday american airline flights from milwaukee to san jose,77,12,5.5,0,0,35,please list the wednesday american airline flight from milwaukee to san jose,12,5.416666666666667,0,0,0,1
 what flights do you have today from san francisco to pittsburgh,atis_flight,atis,what flights do you have today from san francisco to pittsburgh,63,11,4.818181818181818,0,0,35,what flight do you have today from san francisco to pittsburgh,11,4.7272727272727275,0,0,1,1
 list all afternoon flights leaving baltimore and arriving in atlanta on thursday,atis_flight,atis,list all afternoon flights leaving baltimore and arriving in atlanta on thursday,80,12,5.75,0,0,35,list all afternoon flight leave baltimore and arrive in atlanta on thursday,12,5.333333333333333,0,0,0,1
 boston ground transportation,atis_ground_service,atis,boston ground transportation,28,3,8.666666666666666,0,0,40,boston ground transportation,3,8.666666666666666,0,0,0,1
 ground transportation minneapolis,atis_ground_service,atis,ground transportation minneapolis,33,3,10.333333333333334,0,0,40,ground transportation minneapolis,3,10.333333333333334,0,0,0,1
 give me the flights from phoenix to milwaukee on wednesday,atis_flight,atis,give me the flights from phoenix to milwaukee on wednesday,58,10,4.9,0,0,35,give I the flight from phoenix to milwaukee on wednesday,10,4.7,0,0,0,1
 airline and flight number from columbus to minneapolis,atis_airline#atis_flight_no,atis,airline and flight number from columbus to minneapolis,54,8,5.875,0,0,29,airline and flight number from columbus to minneapolis,8,5.875,0,0,0,1
 show me the airlines,atis_airline,atis,show me the airlines,20,4,4.25,0,0,28,show I the airline,4,3.75,0,0,0,1
 i want a flight on continental from boston to san francisco,atis_flight,atis,i want a flight on continental from boston to san francisco,59,11,4.454545454545454,0,0,35,I want a flight on continental from boston to san francisco,11,4.454545454545454,0,0,0,1
 i need to go from boston to dallas,atis_flight,atis,i need to go from boston to dallas,34,8,3.375,0,0,35,I need to go from boston to dallas,8,3.375,0,0,0,1
 what about flights from boston to san diego,atis_flight,atis,what about flights from boston to san diego,43,8,4.5,0,0,35,what about flight from boston to san diego,8,4.375,0,0,1,1
 what are the flights from pittsburgh to denver,atis_flight,atis,what are the flights from pittsburgh to denver,46,8,4.875,0,0,35,what be the flight from pittsburgh to denver,8,4.625,0,0,1,1
 what is the earliest flight you have leaving boston heading to philadelphia,atis_flight,atis,what is the earliest flight you have leaving boston heading to philadelphia,75,12,5.333333333333333,0,0,35,what be the early flight you have leave boston head to philadelphia,12,4.666666666666667,0,0,1,1
 what are the air restrictions on flights from pittsburgh to atlanta for the airfare of 416 dollars,atis_restriction,atis,what are the air restrictions on flights from pittsburgh to atlanta for the airfare of dollars,94,16,4.9375,0,0,44,what be the air restriction on flight from pittsburgh to atlanta for the airfare of 416 dollar,17,4.588235294117647,0,0,1,1
 ground transportation in san jose,atis_ground_service,atis,ground transportation in san jose,33,5,5.8,0,0,40,ground transportation in san jose,5,5.8,0,0,0,1
 okay i'd like a nonstop flight from houston to memphis that arrives in memphis in the early afternoon on tuesday june first,atis_flight,atis,okay id like a nonstop flight from houston to memphis that arrives in memphis in the early afternoon on tuesday june first,122,22,4.590909090909091,0,0,35,okay I d like a nonstop flight from houston to memphis that arrive in memphis in the early afternoon on tuesday june first,23,4.3478260869565215,0,0,0,1
 atlanta to pittsburgh july twenty third,atis_flight,atis,atlanta to pittsburgh july twenty third,39,6,5.666666666666667,0,0,35,atlanta to pittsburgh july twenty third,6,5.666666666666667,0,0,0,1
 denver to philadelphia monday,atis_flight,atis,denver to philadelphia monday,29,4,6.5,0,0,35,denver to philadelphia monday,4,6.5,0,0,0,1
 what is the cheapest flight from denver to oakland,atis_flight,atis,what is the cheapest flight from denver to oakland,50,9,4.666666666666667,0,0,35,what be the cheap flight from denver to oakland,9,4.333333333333333,0,0,1,1
